,BTC,ETH,USDT,TUSD
2018-09-29,-0.007104009580016779,0.039740328649513934,0.002000000666666958,0.0020040086867151898
2018-09-30,-0.0035082978136440346,0.012882037086251685,-0.007017572658646444,0.004992521603120991
2018-10-01,-0.003629906276893635,-0.018482103814903006,-0.008080852053938627,0.0009955202415015112
2018-10-02,-0.008120783155769473,-0.02141526292672058,0.006066752682237381,-0.0059880418446225025
2018-10-03,-0.0042845502058010965,-0.025919776566293073,-0.002018164156237184,0.002000000666666958
2018-10-04,0.009169522354220305,0.013946747024493611,0.002018164156237184,-0.0009995003330834232
2018-10-05,0.010382045436811538,0.021520666156781054,0.0,-0.0030045090202987243
2018-10-06,-0.007604144839660876,-0.01176051450295379,0.0,0.001002506349625645
2018-10-07,-0.0004113823160256658,0.0044208697575705,0.0020140993717012454,0.004000005333346137
2018-10-08,0.00993686289984197,0.01173525621842142,0.0,-0.005002511682971783
2018-10-11,-0.05716121631174609,-0.16499711483714563,-0.0060975798681185064,0.019010077224973252
2018-10-12,0.008995343352054874,0.028448000426971376,0.0,-0.0039721998604328335
2018-10-13,-0.0024039946059950523,0.0028437713713129753,-0.0051098731522706,0.014815085785140762
2018-10-14,-0.006358679927918942,-0.028234471435752972,-0.008230499136515475,0.07459804812530457
2018-10-15,0.04442226635870661,0.06773242833932258,-0.018770102681990516,-0.09340117508840087
2018-10-16,0.005953298985986066,0.009520967717759454,-0.0010531859846586583,0.004982571344464046
2018-10-17,-0.004392426278567285,-0.004301354892133347,0.007349114441473431,-0.005982071677547469
2018-10-18,-0.006396698370279452,-0.02843163106482649,0.007295498746724277,0.0
2018-10-19,-0.003130775360094873,0.007537591824075207,0.00621120009264068,0.0
2018-10-20,0.004289603268667008,0.012891618910838787,0.0030911925696728466,0.0
2018-10-21,0.0029422118365900474,-0.005167459051579115,0.0010282777255659868,0.002995508979798371
2018-10-22,-5.9179983477264386e-05,0.00012393570231594708,0.003078504227087428,0.0
2018-10-23,-0.0032603044268650905,-0.0001983044972044823,-0.0010251154152453104,-0.000997506317125313
2018-10-24,0.0015612805669533714,-0.0032180236942007667,0.0020491810449355663,-0.004000005333346137
2018-10-25,-0.0015612805669533714,-0.007098282196413841,0.0010230179920345944,0.001001502337089545
2018-10-26,0.0,0.005435556237735284,0.0010219724956930486,0.0010005003335835344
2018-10-27,0.0009370608213412623,0.0019163721236408193,0.008138396902971207,0.001998002662673058
2018-10-28,-0.0003794038409026257,0.00498524064974859,-0.001013684830846167,-0.005002511682971783
2018-10-29,-0.020701373690998892,-0.03908178031164944,0.0,0.006996530289836181
2018-10-30,0.0007444174416963989,0.005434084846213771,0.006066752682237381,-0.0059940239402105355
2018-10-31,0.0032095750712688442,0.00452378563098943,0.0,0.0
2018-11-01,0.0077668511865116585,0.009223899297132299,-0.004040409537004982,-0.001002506349625645
2018-11-02,0.0005796955500585455,0.009334640365053382,0.004040409537004982,0.0030045090202987243
2018-11-03,-0.0020491847598567148,-0.00447055794483564,0.0030196298737199803,-0.0010005003335835344
2018-11-04,0.014052447056190687,0.056851402193981215,-0.0040282028286047844,0.002998502996256592
2018-11-05,-0.005009507993035456,-0.01041335705683366,-0.005058179727352577,-0.007010544486217345
2018-11-06,0.00931938900914453,0.048702249622315286,0.006066752682237381,0.0
2018-11-07,0.005640172527707321,-0.013578687227766117,-0.0030287756621606814,0.003010539152871207
2018-11-08,-0.011052629825826443,-0.026239410116949635,0.002020202707275877,-0.003010539152871207
2018-11-09,-0.011846014586376796,-0.008098060312296873,-0.003031836582120178,0.005012541823544286
2018-11-10,0.0011311380800496096,0.0087679688544533,-0.001012658314386232,-0.004008021397538822
2018-11-11,0.0005285809236728056,-0.0033302123576213205,-0.0020283982613927033,0.005007521730622245
2018-11-12,-0.0034071465055980354,-0.004896479308987622,-0.005089069507471282,0.0009985023295896347
2018-11-13,-0.011581871718664871,-0.02708974743805559,-0.013354076211323288,-0.006006024060211879
2018-11-14,-0.1059727015854488,-0.13191814411500324,-0.0208994022672161,0.004008021397538822
2018-11-15,-0.010812429587366168,-0.0009436135479621299,0.025027375105246687,-0.004008021397538822
2018-11-16,-0.009530006275529246,-0.030959574947969415,0.005136118121767581,0.02381064869371855
2018-11-17,-0.0031256827360479633,0.0007358330744224872,0.0,0.004889985294191684
2018-11-18,0.010139059964481945,0.017243341020775738,0.0061287219413734065,-0.026694615261044493
2018-11-19,-0.15901746504071923,-0.188064991343599,-0.01850001374392029,-0.0020060187268657425
2018-11-20,-0.08385300099317483,-0.13213368610656318,-0.015682496000617767,0.013958352250706914
2018-11-21,0.0404431690550453,0.06311136821207164,0.02600250503260726,-0.01195233352384117
2018-11-22,-0.06344467819370436,-0.10019776532819424,0.003075348400247646,0.0020020026706730793
2018-11-23,0.0034007395410871055,-0.01930017800809214,-0.0061601837514578366,0.0
2018-11-24,-0.1196488988297979,-0.09037621380002925,-0.01035205932103243,0.0009995003330834232
2018-11-25,0.036714121754227946,0.038374440215058314,0.0020790028278330694,-0.0009995003330834232
2018-11-26,-0.05369037991443548,-0.06966100140374998,0.004145083655168774,0.003992021269537457
2018-11-27,0.011460063981497015,0.01396555092086782,0.006185586732710739,0.0
2018-11-28,0.11212372737690757,0.11609077664212819,0.015298615561862766,0.0009955202415015112
2018-11-29,0.0030614395622095003,-0.04447793908354747,-0.0030410565757789353,-0.006989544181712047
2018-11-30,-0.06139673174644855,-0.036319862163849415,0.0010147134305465363,0.0
2018-12-01,0.04087225714246756,0.04065394465293437,0.0030379770200766997,0.0059940239402105355
2018-12-02,-0.010380592280508694,-0.019377954484781412,-0.004052690450623236,-0.006996530289836181
2018-12-03,-0.06763441783735225,-0.06633646348534583,0.0020283982613927033,0.0030045090202987243
2018-12-04,0.01796813150836485,0.014523749457111101,0.001012658314386232,0.002995508979798371
2018-12-05,-0.05687898531970248,-0.07767303831821781,-0.00915105521735744,-0.0019960086467149477
2018-12-06,-0.07124097003902641,-0.11476879949198082,0.0,0.0009985023295896347
2018-12-07,-0.015174681360086595,0.03267834631654942,0.011173300598125237,-0.002998502996256592
2018-12-08,0.006853989575322572,-0.031898358533955395,0.006042314455962629,-0.001001502337089545
2018-12-09,0.03566898756198,0.035237259799470344,-0.0030165935394256445,0.0
2018-12-10,-0.03306870313607568,-0.03613987242266603,0.0,0.0020020026706730793
2018-12-11,-0.020548853679981605,-0.029885057532846204,-0.0020161297151846044,-0.0020020026706730793
2018-12-12,0.02637467083261491,0.020712582133630697,0.005032723254610249,0.001001502337089545
2018-12-13,-0.05241022512440985,-0.04040953833787686,-0.007052925961886126,0.002998502996256592
2018-12-14,-0.02055134378467649,-0.02888072853038537,0.0010106115059234973,0.011904902506318376
2018-12-15,-0.0029642281969355366,0.0,0.0,-0.011904902506318376
2018-12-16,0.004297302770918776,0.009481019114686795,-0.0010106115059234973,-0.004000005333346137
2018-12-17,0.08969430375842613,0.1150399872408352,0.010060447025841414,0.001001502337089545
2018-12-18,0.04845531832470584,0.07032280747367636,0.004992521603120991,0.002998502996256592
2018-12-19,0.00265052673225874,-0.014695121241183884,-0.0029925209364540335,-0.001998002662673058
2018-12-20,0.10196962337967896,0.14367738100287308,0.0029925209364540335,-0.0010005003335835344
2018-12-21,-0.060095342624766346,-0.06163806226046287,-0.003992021269537457,0.002998502996256592
2018-12-22,0.03416112295100504,0.07349150449377806,0.009950330853168092,-0.002998502996256592
2018-12-23,-0.006073117621131274,0.10927062690933642,-0.004962789342129124,0.0
2018-12-24,0.021056544424380874,0.07268451503425144,-0.0009955202415015112,0.0010005003335835344
2018-12-25,-0.06430783977076615,-0.08436719055179065,0.005958309583630635,-0.0010005003335835344
2018-12-26,0.007380107297622729,0.015138695743816655,-0.0009905894816962905,0.002998502996256592
2018-12-27,-0.058554500372148155,-0.1250425009845726,-0.0029776696939243326,-0.0009985023295896347
2018-12-28,0.07888477308226882,0.17905824571932083,0.0069341535889987605,-0.002000000666666958
2018-12-29,-0.04344597145729523,-0.030054620455001846,-0.004948055617369348,0.0
2018-12-30,0.028354055408764012,0.04089597563345215,0.0,0.0
2018-12-31,-0.04065329575870358,-0.05733844055572046,-0.008968669982760415,-0.001001502337089545
2019-01-01,0.03922934616437246,0.06667017019271793,0.0069825720111310035,0.0030015030037565025
2019-01-02,0.01620445982323382,0.09092390070248602,0.0009935420588776693,0.0009985023295896347
2019-01-03,-0.025808969075193033,-0.0405187183877338,-0.0019880722253861702,-0.0009985023295896347
2019-01-04,0.01095583342960893,0.04008118593315135,0.0029806281381379134,0.0
2019-01-05,-0.006655285458311511,0.006757090357430329,0.0,-0.0030015030037565025
2019-01-06,0.060629386682810704,0.010423248614237934,0.0059347355198145525,0.004997511650471451
2019-01-07,-0.008180653766235224,-0.03215824466538297,-0.0059347355198145525,-0.0039960093133819055
2019-01-08,-0.003060518247687938,-0.014034990114125456,0.0009915717222949202,0.0
2019-01-09,0.000791458693605307,0.005625620393617581,-0.0009915717222949202,0.0
2019-01-10,-0.097187127763398,-0.16138014980285043,0.0019821612039912107,0.0039960093133819055
2019-01-11,0.0012259106675731601,-0.015089308360584752,-0.0009905894816962905,-0.0039960093133819055
2019-01-12,-0.003914119574563557,-0.006594556199065238,0.0009905894816962905,0.002998502996256592
2019-01-13,-0.030203151801551087,-0.07787039939434326,-0.0019821612039912107,0.004977611073752081
2019-01-14,0.04349996153380786,0.10839384120589823,0.002971770389157382,-0.003980104756626767
2019-01-15,-0.02542089715560536,-0.06750032767388081,-0.002971770389157382,0.001992032531240597
2019-01-16,0.009807691661869455,0.015222781238368732,-0.003976148379639425,-0.003988041177955545
2019-01-17,0.007556662358512156,0.00299894524312716,0.001990050408010012,-0.002000000666666958
2019-01-18,-0.007311791216572772,-0.021100410783883916,-0.0039840690148744105,0.0010005003335835344
2019-01-19,0.021901027048222943,0.03049764450190029,0.0019940186068643988,-0.0010005003335835344
2019-01-20,-0.041736370533673295,-0.05121651273320893,-0.0029925209364540335,0.002998502996256592
2019-01-21,-0.003450975648702226,-0.01109182838561562,0.0,0.0
2019-01-22,0.013442441435907782,0.018477894797130467,0.0,-0.001998002662673058
2019-01-23,-0.005271570960644567,-0.013538720799894932,-0.002000000666666958,0.0
2019-01-24,0.0016899168826540745,-0.0021568121924371297,0.0010005003335835344,0.0
2019-01-25,-0.0011808150961414299,-0.01055008055954687,0.0,0.0
2019-01-26,0.0008267731108126952,-0.0006174208527847114,-0.0020020026706730793,-0.0010005003335835344
2019-01-27,-0.00876908022351408,-0.03307431252477233,-0.0020060187268657425,0.0010005003335835344
2019-01-28,-0.027837699251056947,-0.05593265045857709,0.0,0.001998002662673058
2019-01-29,-0.011979689954610961,-0.006946261411169274,0.0,0.0
2019-01-30,0.012826672524475669,0.030652982334258283,-0.004024150299725445,-0.001998002662673058
2019-01-31,-0.006663596062775667,-0.018292050187570297,0.0020140993717012454,0.001998002662673058
2019-02-01,0.005280218216469734,0.001804687952899009,-0.0030226723265860496,-0.002998502996256592
2019-02-02,0.00913180265560598,0.030200798364798942,-0.003031836582120178,0.002998502996256592
2019-02-03,-0.012763599123541525,-0.027871806085846274,-0.001012658314386232,0.0
2019-02-04,-0.0005234182990854208,0.000800222222037128,-0.0020283982613927033,-0.002998502996256592
2019-02-05,0.005221312949018397,-0.001186440817139811,0.004052690450623236,0.002998502996256592
2019-02-06,-0.019022195299282174,-0.025642308252500357,0.0,0.0
2019-02-07,-0.004695612284002948,-0.004437088881291906,0.0,-0.001998002662673058
2019-02-08,0.07701541820745561,0.13755757060726825,0.0010106115059234973,-0.0010005003335835344
2019-02-09,-0.0007010559890758827,-0.0032206147000426455,0.0,0.002998502996256592
2019-02-10,0.00784230998293367,0.052510295476702495,0.0030257209165369843,0.0019940186068643988
2019-02-11,-0.016936935506450368,-0.03742934071347204,-0.0030257209165369843,-0.004992521603120991
2019-02-12,0.000867605280113537,0.009909762381240306,-0.002022245380767798,0.002000000666666958
2019-02-13,-0.00477613431534607,-0.0005051739023631541,0.0010116338748443008,0.0
2019-02-14,-0.004623899840876078,-0.01174866657188467,0.0010106115059234973,-0.0030015030037565025
2019-02-15,0.003193241366657773,0.009011325059225861,0.0,0.0
2019-02-16,0.003981940843440057,0.010000496585131913,0.0010095912013523799,0.0030015030037565025
2019-02-17,0.012863054174195199,0.08380586103666499,-0.002020202707275877,0.0009985023295896347
2019-02-18,0.06354442331183385,0.09024419063287414,-0.0030379770200766997,-0.002998502996256592
2019-02-19,0.00522339311605613,-0.01124333463920113,0.00908638255595736,0.0
2019-02-20,0.013284488121776405,0.03522143496336394,-0.00201207311342018,-0.001001502337089545
2019-02-21,-0.011751772655230752,-0.02682214687400819,-0.004036332422460482,0.0030015030037565025
2019-02-22,0.011572799374956588,0.020120933859059775,0.0030287756621606814,-0.0009995003330834232
2019-02-23,0.042794272319039095,0.06740599321168705,0.004024150299725445,0.001998002662673058
2019-02-24,-0.09770779818195763,-0.17907997657373098,-0.0010045204260054645,-0.001998002662673058
2019-02-25,0.024308648145149547,0.04311762155071275,0.002008032803245562,0.0
2019-02-26,-0.007134434723484517,-0.012839928389615451,-0.002008032803245562,0.0009995003330834232
2019-02-27,-0.013798236289101595,-0.04420297065853607,0.0010045204260054645,0.0009985023295896347
2019-02-28,0.014319336716312137,0.03731271392155033,0.0030075210639552872,-0.004000005333346137
2019-03-01,0.0056458666914736,-0.0017671653482498328,0.0010005003335835344,0.0
2019-03-02,-0.00010769978812419367,-0.01898860079841569,-0.0030045090202987243,0.004000005333346137
2019-03-03,-0.006790372566314318,-0.01586413910092066,-0.003013563305264297,-0.002998502996256592
2019-03-04,-0.023547609654190893,-0.03531395597275555,0.0020100509280241994,0.002000000666666958
2019-03-05,0.03777938594639174,0.08466424768567116,0.0,0.0
2019-03-06,0.002170898995107251,0.004582051812894505,-0.0010045204260054645,0.0
2019-03-07,0.00030233060795836764,-0.008214350205773435,0.0,0.0
2019-03-08,-0.003077658343306311,-0.02373005313679233,0.0,-0.0009995003330834232
2019-03-09,0.02030167858843157,0.023509489227506286,-0.00201207311342018,0.0
2019-03-10,-0.005233598494605474,-0.008773670448445792,0.004020105916665742,0.001998002662673058
2019-03-11,-0.013047290658921185,-0.023719137664252266,-0.003013563305264297,-0.004000005333346137
2019-03-12,0.0035946555558545867,0.006782766352051439,0.0020100509280241994,0.0
2019-03-13,-0.003395709605124253,-0.010603137662522855,0.0010035123772400975,0.001001502337089545
2019-03-14,0.0010963493240332411,0.0017826267223766123,-0.003013563305264297,0.0
2019-03-15,0.012761364355489135,0.03058897133561267,-0.0010065426114014451,0.002000000666666958
2019-03-16,0.021040741810974595,0.036586706812989256,0.0050226122662913875,0.0
2019-03-17,-0.005157694396173085,-0.017843448057059064,-0.001002506349625645,-0.0009995003330834232
2019-03-18,0.0018951421922146494,-0.007307768177807539,-0.0010035123772400975,0.002995508979798371
2019-03-19,0.006434999913414785,0.006996188648235702,0.0010035123772400975,-0.0019960086467149477
2019-03-20,0.008980082578748494,0.006292441321350317,-0.0010035123772400975,-0.002000000666666958
2019-03-21,-0.015056605855530591,-0.030617509042973445,0.0010035123772400975,0.0
2019-03-22,0.0015413681113898292,0.009401052202380633,-0.0010035123772400975,0.0039960093133819055
2019-03-23,0.0007754401023483126,0.002343857267534055,-0.0010045204260054645,-0.0019960086467149477
2019-03-24,-0.004199426852578014,-0.005312781538070688,0.004012041489960752,0.0
2019-03-25,-0.01476402309512359,-0.0178808816493774,-0.005017571991979487,-0.002000000666666958
2019-03-26,0.0019784876648838434,-0.0016237186716807628,0.0020100509280241994,-0.001001502337089545
2019-03-27,0.027698518797716787,0.04795867058710446,0.0010035123772400975,0.0030015030037565025
2019-03-28,-0.0037612730677540895,-0.01507177734915821,-0.0010035123772400975,-0.002000000666666958
2019-03-29,0.019033040863213557,0.03860761132486612,0.0010035123772400975,0.002000000666666958
2019-03-30,0.0010859626962407276,-0.0037894516262859668,0.0020040086867151898,0.0
2019-03-31,-0.001036086189483143,-0.006595515696472987,-0.001001502337089545,0.0
2019-04-01,0.011786882302562418,1.4154582192560383e-05,0.0,0.0
2019-04-02,0.16962664666701244,0.15525614024683687,0.014918227937219308,0.0019960086467149477
2019-04-03,0.013540027741466787,-0.025008665680830156,-0.009920716286747858,-0.000997506317125313
2019-04-04,-0.013925722214020553,-0.022658696962962743,-0.000997506317125313,-0.002998502996256592
2019-04-05,0.02728526110067797,0.05264194095208907,0.000997506317125313,0.0
2019-04-06,-0.0001536597527422856,-6.0294538819505306e-06,-0.0019960086467149477,0.0010005003335835344
2019-04-07,0.030271857554945214,0.05305566255505223,0.005976113403341715,0.0009995003330834232
2019-04-08,0.017846479360830614,0.03379290543630731,0.003964326301909125,-0.002000000666666958
2019-04-09,-0.017574341665566706,-0.02802874065773775,-0.002971770389157382,0.0010005003335835344
2019-04-10,0.025452404989218635,0.008931005828336502,-0.005970166986503824,0.0009995003330834232
2019-04-11,-0.053078123344569406,-0.07217417527865067,0.000997506317125313,0.0
2019-04-12,0.005966994851899443,-0.00440649668749149,0.0009965122897390858,-0.002000000666666958
2019-04-13,-0.0009761401660171032,-0.0016620249476764215,0.0009955202415015112,0.002000000666666958
2019-04-14,0.016943483428699224,0.025821273086565455,0.0,-0.002000000666666958
2019-04-15,-0.024398850813335926,-0.049577819758759745,-0.004987541511038968,0.002000000666666958
2019-04-16,0.03262354463774564,0.037607208749417254,0.004987541511038968,0.0
2019-04-17,0.0036616747702122865,0.002448775036197226,0.004962789342129124,-0.002000000666666958
2019-04-18,0.011312369043720238,0.0429561756290191,-0.0019821612039912107,0.0010005003335835344
2019-04-19,0.00012034140644345825,-0.0012871493720894023,-0.003976148379639425,-0.0010005003335835344
2019-04-20,0.0072237897696130204,-0.0029136912179223984,0.001990050408010012,0.0010005003335835344
2019-04-21,-0.004283147119901187,-0.019748537299522972,0.0019860979716294124,0.0
2019-04-22,0.015484732271387358,0.008731378433054715,-0.0029806281381379134,-0.0010005003335835344
2019-04-23,0.028114309205115262,-0.003603944286824756,0.0,0.0
2019-04-24,-0.016933390805021986,-0.03134765998796496,0.000994530166508501,0.0010005003335835344
2019-04-25,-0.05779889121910564,-0.08491511201922464,-0.02414604230521865,0.007968169649176881
2019-04-26,0.004491725195077123,0.00647319301544691,-0.010235503894026821,0.013793322132335828
2019-04-27,0.0020376440760152548,0.014915249489979132,0.004106781952653415,-0.017769470511975253
2019-04-28,-0.003785371995244091,-0.012182642064153981,-0.005136118121767581,-0.003992021269537457
2019-04-29,-0.0002191419640098502,-0.006894753664474784,0.011264840063140987,0.0
2019-04-30,0.022734177294413627,0.04946820775877114,0.00912322597552211,0.0009995003330834232
2019-05-01,0.010626476353881031,-0.011001431995770972,-0.003031836582120178,0.0009985023295896347
2019-05-02,0.012525761217327513,0.00519259351341006,-0.00915105521735744,-0.0009985023295896347
2019-05-03,0.050044292632604126,0.03398734377218915,0.0040774776166561735,0.0009985023295896347
2019-05-04,0.017525079342226135,-0.016938770885442267,0.008105414182821444,0.0
2019-05-05,-0.006986622694050482,-0.003554993249041516,0.0,0.0009775659388557671
2019-05-06,-0.007788624897468566,0.0603444132651072,-1.0090868268799666e-05,-0.0029655686515284263
2019-05-07,0.011916345214572743,-0.030056535419600294,-0.007078546409465774,0.0013690487251178532
2019-05-08,0.031854015036470784,0.018892406987619736,0.008097210232619377,0.0006089738978336508
2019-05-09,0.03521438201704896,0.0019674493719996633,0.0030196298737199803,0.06285357763151864
2019-05-10,0.030743585774748894,0.012921511675314079,0.00016079109251996432,-0.06184609122467217
2019-05-11,0.1300199154496422,0.11438208968355745,0.005851251064107745,0.002976622290490466
2019-05-12,-0.03564290248111668,-0.024112211107716774,0.0009985023295896347,-0.003984108697336934
2019-05-13,0.11392100010152895,0.04255762399208507,-0.001998002662673058,0.00695189699651932
2019-05-14,0.022206871898720948,0.10216608866377985,-0.0020721454111787226,-0.008939919569471223
2019-05-15,0.02544862165851214,0.13391021311979756,0.00705968692221769,0.0
2019-05-16,-0.038151223680685575,0.06271790241605757,-0.004987541511038968,0.0014988761237359487
2019-05-17,-0.06923935714335983,-0.07874506753092447,-0.0017314981781481424,-0.0009990010820849558
2019-05-18,-0.0122227352904698,-0.0429618544003052,0.0017314981781481424,-0.0020010011679180845
2019-05-19,0.11834808638434069,0.10702522777252987,0.0022973590486834584,0.002500626459350515
2019-05-20,-0.02192245296660289,-0.03436769705148901,0.0016946622208539983,0.0009985023295896347
2019-05-21,-0.007149053010984119,0.012987578994374083,-0.0009965122897390858,-0.001498127621022065
2019-05-22,-0.04083698247250922,-0.04648257895247099,-0.0012071091205816402,0.001498127621022065
2019-05-23,0.031881014256420315,0.007299570679653478,-0.0012285566007027454,0.0
2019-05-24,0.015666110169085812,0.013522646160497587,0.0024356657212843856,-0.003499128788940149
2019-05-25,0.009182860136114357,0.010089863460480686,0.003970174220725471,0.000500625792683557
2019-05-26,0.07976241965035591,0.06076599487622314,0.00496288766474997,0.0034973805321706804
2019-05-27,0.004024352732502123,0.016227416266742622,-0.009621234813582139,-0.0004988775359140878
2019-05-28,-0.00585457861807015,-0.0009457831476078482,0.0009872308977384382,-0.002998502996256592
2019-05-29,-0.007489443134689466,-0.010251034371305145,-0.0012965642867570535,0.0
2019-05-30,-0.04616380863635783,-0.05430614155016311,-0.0018280171110355967,0.002998502996256592
2019-05-31,0.03364449080734566,0.05263084360687653,0.0018280171110355967,-0.001998002662673058
2019-06-01,-0.00048165797840304947,-0.011693234304892108,-0.0018980076623397607,-0.0010005003335835344
2019-06-02,0.021832584210665473,0.01769640250126603,0.0018980076623397607,0.0
2019-06-03,-0.07597007802069733,-0.07738112936083219,-0.004000005333346137,0.0015003753752345272
2019-06-04,-0.05552001367282777,-0.03792165133906966,1.0019989879848663e-05,0.0094504558115171
2019-06-05,0.015485545698423309,0.0224562303335496,0.003989985343466288,-0.007952328190495035
2019-06-06,0.0018642084535951398,0.011648545964844992,0.0008978004493524101,0.000997506317125313
2019-06-07,0.02574295851144015,0.003540720944935849,-0.0008878204592324521,-0.002995508979798371
2019-06-08,-0.008000412420591019,-0.022875398793284596,0.0024719673689129603,0.0004998750416509929
2019-06-09,-0.03800147157221545,-0.052627130623553064,-0.002871244682290005,0.0
2019-06-10,0.048817315063292455,0.06856571393185718,0.0030902373170492254,-0.0004998750416509929
2019-06-11,-0.01347807942242163,-0.011855618778438881,-0.0011950883297882678,0.0
2019-06-12,0.03156717931575059,0.06989277575449648,0.0012349000204965412,0.0009795201135002361
2019-06-13,0.006690317568393667,-0.030601471874454944,-0.002740751684500412,-0.000889524163257329
2019-06-14,0.055559373814924484,0.03638865235356281,0.0039840690148744105,-8.999595024290707e-05
2019-06-15,0.01733615411959022,0.01654975867547659,-0.0012532701044611037,0.0004898799892020284
2019-06-16,0.015210266652879056,0.0012563562864604805,-0.0013545009341370067,-0.0004998800392023162
2019-06-17,0.037803080752000895,0.016588918007385267,0.0006874393157219514,1.0000050000287824e-05
2019-06-18,-0.0273071895063417,-0.03484134166348607,-0.003212101000093372,-0.0015011261262670914
2019-06-19,0.02161115825457749,0.01651615396805539,0.0010086333873862725,0.001401121125933744
2019-06-20,0.027490943397772583,0.012623993178845438,-0.00025955097826713667,0.0
2019-06-21,0.06963322493031932,0.08449303305554601,0.002512814676016205,0.00010000500033334732
2019-06-22,0.03985307202508004,0.04110317142978559,-0.0101296083652763,-0.001981962791312462
2019-06-23,0.014244276815489343,-0.0067212224363730755,0.0009954802002583854,0.0009714523976184788
2019-06-24,0.01995255838582466,0.012576335229794289,0.00457249084491943,0.0005103853520117404
2019-06-25,0.06610563944583348,0.018827382198843168,-0.0031062149223920316,0.0
2019-06-26,0.08140917655360624,0.050021139673090964,-0.013600015623917591,-0.010581044969135239
